,Authors,Title,Subtitle,Publisher,Date Published,Description,ISBN-10,ISBN-13,Page Count,Print Type,Genres,Average Rating,Ratings Count,Image Link,Language,Preview Link,Sale Country,Saleability,E-Book,Summary
64,['Brandon Sanderson'],The Way of Kings,Book One of the Stormlight Archive,Tor Books,2010-08-31,"From #1 New York Times bestselling author Brandon Sanderson, The Way of Kings, Book One of the Stormlight Archive begins an incredible new saga of epic proportion. Roshar is a world of stone and storms. Uncanny tempests of incredible power sweep across the rocky terrain so frequently that they have shaped ecology and civilization alike. Animals hide in shells, trees pull in branches, and grass retracts into the soilless ground. Cities are built only where the topography offers shelter. It has been centuries since the fall of the ten consecrated orders known as the Knights Radiant, but their Shardblades and Shardplate remain: mystical swords and suits of armor that transform ordinary men into near-invincible warriors. Men trade kingdoms for Shardblades. Wars were fought for them, and won by them. One such war rages on a ruined landscape called the Shattered Plains. There, Kaladin, who traded his medical apprenticeship for a spear to protect his little brother, has been reduced to slavery. In a war that makes no sense, where ten armies fight separately against a single foe, he struggles to save his men and to fathom the leaders who consider them expendable. Brightlord Dalinar Kholin commands one of those other armies. Like his brother, the late king, he is fascinated by an ancient text called The Way of Kings. Troubled by over-powering visions of ancient times and the Knights Radiant, he has begun to doubt his own sanity. Across the ocean, an untried young woman named Shallan seeks to train under an eminent scholar and notorious heretic, Dalinar's niece, Jasnah. Though she genuinely loves learning, Shallan's motives are less than pure. As she plans a daring theft, her research for Jasnah hints at secrets of the Knights Radiant and the true cause of the war. The result of over ten years of planning, writing, and world-building, The Way of Kings is but the opening movement of the Stormlight Archive, a bold masterpiece in the making. Speak again the ancient oaths: Life before death. Strength before weakness. Journey before Destination. and return to men the Shards they once bore. The Knights Radiant must stand again. Other Tor books by Brandon Sanderson The Cosmere The Stormlight Archive The Way of Kings Words of Radiance Edgedancer (Novella) Oathbringer (forthcoming) The Mistborn trilogy Mistborn: The Final Empire The Well of Ascension The Hero of Ages Mistborn: The Wax and Wayne series Alloy of Law Shadows of Self Bands of Mourning Collection Arcanum Unbounded Other Cosmere novels Elantris Warbreaker The Alcatraz vs. the Evil Librarians series Alcatraz vs. the Evil Librarians The Scrivener's Bones The Knights of Crystallia The Shattered Lens The Dark Talent The Rithmatist series The Rithmatist Other books by Brandon Sanderson The Reckoners Steelheart Firefight Calamity",0765326353,9780765326355,1008.0,BOOK,['Fiction'],4.0,129.0,http://books.google.com/books/content?id=kIjwwAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=kIjwwAEACAAJ&dq=isbn:9780765326355&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,Other Tor books by Brandon Sanderson The Cosmere The Stormlight Archive The Way of Kings Words of Radiance Edgedancer (Novella) Oathbringer (forthcoming) The Mistborn trilogy Mistborn: The Final Empire The Well of Ascension The Hero of Ages ...
65,['John Ronald Reuel Tolkien'],"The Hobbit, Or, There and Back Again",,,1981,"Bilbo Baggins an unambitious hobbitt, and a company of dwarves meet high adventure with trolls, goblins, elves and giant spiders, in search of dragon guarded gold.",0048231886,9780048231888,285.0,BOOK,"['Baggins, Bilbo (Fictitious character)']",5.0,1.0,http://books.google.com/books/content?id=aTNpF3SrejYC&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=aTNpF3SrejYC&dq=isbn:9780048231888&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Bilbo Baggins an unambitious hobbitt, and a company of dwarves meet high adventure with trolls, goblins, elves and giant spiders, in search of dragon guarded gold."
66,['Brandon Sanderson'],Elantris,Tenth Anniversary Author's Definitive Edition,Tor Books,2015-10-06,"In 2005, Brandon Sanderson debuted with Elantris, an epic fantasy unlike any other then on the market. To celebrate its tenth anniversary, Tor is reissuing Elantris in a special edition, a fresh chance to introduce it to the myriad readers who have since become Sanderson fans. This new edition begins with a preface by author Dan Wells, the first person to read the completed novel, and a new afterword by Sanderson explaining how he came to write the book and its place in the Cosmere, the unified universe of all his Tor novels. Also included is an expanded version of the ""Ars Arcanum"" appendix, with more of the technical details of the book's magic that fans can never get enough of. Elantris was truly a milestone both for Sanderson and for the genre of epic fantasy. It deserves this special treatment, something Tor has done only once before, with Orson Scott Card's Ender's Game. Sanderson fans old and new will be excited to discover it.",0765383101,9780765383105,592.0,BOOK,['Fiction'],4.0,117.0,http://books.google.com/books/content?id=XdbprQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=XdbprQEACAAJ&dq=isbn:9780765383105&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"This new edition begins with a preface by author Dan Wells, the first person to read the completed novel, and a new afterword by Sanderson explaining how he came to write the book and its place in the Cosmere, the unified universe of all ..."
67,['H. P. LOVECRAFT'],MACABRE STORIES.,,,2020,,1838576630,9781838576639,,BOOK,,,,http://books.google.com/books/content?id=JMhWzAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=JMhWzAEACAAJ&dq=isbn:9781838576639&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,
68,['H. P. LOVECRAFT'],AT THE MOUNTAINS OF MADNESS & OTHER STORIES.,,,2020,,1838575596,9781838575595,,BOOK,,,,http://books.google.com/books/content?id=SoA1ywEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=SoA1ywEACAAJ&dq=isbn:9781838575595&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,
69,['H. P. LOVECRAFT'],DUNWICH HORROR & OTHER STORIES.,,,2020,,1838576649,9781838576646,,BOOK,,,,http://books.google.com/books/content?id=mRcxzAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=mRcxzAEACAAJ&dq=isbn:9781838576646&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,
70,['H. P. LOVECRAFT'],CALL OF CTHULHU & OTHER STORIES.,,,2020,,1789509815,9781789509816,,BOOK,,1.0,1.0,http://books.google.com/books/content?id=gv8lygEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=gv8lygEACAAJ&dq=isbn:9781789509816&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,
71,['H. P. LOVECRAFT'],RANDOLPH CARTER TALES.,,,2020,,183857560X,9781838575601,,BOOK,,,,http://books.google.com/books/content?id=NMb_ygEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=NMb_ygEACAAJ&dq=isbn:9781838575601&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,
72,['Kazuo Ishiguro'],Klara and the Sun,,,2021-03-02,"The first book from Kazuo Ishiguro--one of the most acclaimed and beloved writers of our time--since he was awarded the Nobel Prize. Set in the near future, in a distinct reality of its own but reminiscent of his luminous, bestselling masterpiece Never Let Me Go, Klara and the Sun is a thrilling feat of world-building and a mesmerizing novel about the human heart, anchored by a singularly unforgettable heroine who has a great deal to teach us about what it means to love.",0735281246,9780735281240,320.0,BOOK,,1.0,1.0,http://books.google.com/books/content?id=mPyWzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=mPyWzQEACAAJ&dq=isbn:9780735281240&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,&quot;The first book from Kazuo Ishiguro--one of the most acclaimed and beloved writers of our time--since he was awarded the Nobel Prize.
73,['Andy Weir'],Artemis,A Novel,Ballantine Books,2017,"Augmenting her limited income by smuggling contraband to survive on the Moon's wealthy city of Artemis, Jazz agrees to commit what seems to be a perfect, lucrative crime, only to find herself embroiled in a conspiracy for control of the city.",9780553448122,9780553448122,305.0,BOOK,['Fiction'],3.5,128.0,http://books.google.com/books/content?id=qqg_DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=qqg_DwAAQBAJ&printsec=frontcover&dq=isbn:9780553448122&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Augmenting her limited income by smuggling contraband to survive on the Moon&#39;s wealthy city of Artemis, Jazz agrees to commit what seems to be a perfect, lucrative crime, only to find herself embroiled in a conspiracy for control of the ..."
74,['Andy Weir'],The Martian,A Novel,Broadway Books,2014,"Stranded on Mars by a dust storm that compromised his space suit and forced his crew to leave him behind, astronaut Watney struggles to survive in spite of minimal supplies and harsh environmental challenges that test his ingenuity in unique ways. A first novel.",9780553418026,9780553418026,369.0,BOOK,['Fiction'],4.0,2397.0,http://books.google.com/books/content?id=2NIpDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=2NIpDAAAQBAJ&printsec=frontcover&dq=isbn:9780553418026&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Stranded on Mars by a dust storm that compromised his space suit and forced his crew to leave him behind, astronaut Watney struggles to survive in spite of minimal supplies and harsh environmental challenges that test his ingenuity in ..."
75,['Ted Chiang'],Stories of Your Life and Others,,Vintage,2016,"An award-winning book from the author of Exhalation, this short story collection ""blend s] absorbing storytelling with meditations on the universe, being, time and space. . . . raises questions about the nature of reality and what it is to be human."" --The New York Times Includes ""Story of Your Life"" the basis for the major motion picture Arrival Stories of Your Life and Others delivers dual delights of the very, very strange and the heartbreakingly familiar, often presenting characters who must confront sudden change--the inevitable rise of automatons or the appearance of aliens--with some sense of normalcy. With sharp intelligence and humor, Chiang examines what it means to be alive in a world marked by uncertainty, but also by beauty and wonder. An award-winning collection from one of today's most lauded writers, Stories of Your Life and Others is a contemporary classic.",9781101972120,9781101972120,281.0,BOOK,['FICTION'],4.0,75.0,http://books.google.com/books/content?id=XIRKDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=XIRKDAAAQBAJ&printsec=frontcover&dq=isbn:9781101972120&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"An award-winning book from the author of Exhalation, this short story collection &quot;blend s] absorbing storytelling with meditations on the universe, being, time and space. . . . raises questions about the nature of reality and what it is to ..."
